cluster,length,occurences_pl,occurences_en,frequency_pl,frequency_en,total_frequency,relative_frequency
trf,3,1,0,0.000064,0.000000,0.000064,1.000000
trfk,4,1,0,0.000064,0.000000,0.000064,1.000000
trfkl,5,1,0,0.000064,0.000000,0.000064,1.000000
trg,3,2,0,0.000127,0.000000,0.000127,1.000000
trgr,4,2,0,0.000127,0.000000,0.000127,1.000000
trj,3,6,0,0.000382,0.000000,0.000382,1.000000
trk,3,11,0,0.000700,0.000000,0.000700,1.000000
trkf,4,1,0,0.000064,0.000000,0.000064,1.000000
trkl,4,1,0,0.000064,0.000000,0.000064,1.000000
trkʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
trn,3,3,0,0.000191,0.000000,0.000191,1.000000
trp,3,4,0,0.000255,0.000000,0.000255,1.000000
trpr,4,1,0,0.000064,0.000000,0.000064,1.000000
trpʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
trr,3,2,0,0.000127,0.000000,0.000127,1.000000
trs,3,2,0,0.000127,0.000000,0.000127,1.000000
trsk,4,1,0,0.000064,0.000000,0.000064,1.000000
trskr,5,1,0,0.000064,0.000000,0.000064,1.000000
trst,4,1,0,0.000064,0.000000,0.000064,1.000000
trt͡ʃ,3,1,0,0.000064,0.000000,0.000064,1.000000
trv,3,113,0,0.007194,0.000000,0.007194,1.000000
trvg,4,1,0,0.000064,0.000000,0.000064,1.000000
trvgɲ,5,1,0,0.000064,0.000000,0.000064,1.000000
trw,3,1,0,0.000064,0.000000,0.000064,1.000000
trz,3,2,0,0.000127,0.000000,0.000127,1.000000
trzm,4,1,0,0.000064,0.000000,0.000064,1.000000
trʒ,3,1,0,0.000064,0.000000,0.000064,1.000000
ts,2,645,1013,0.041064,0.071590,0.112655,0.364517
tsb,3,0,13,0.000000,0.000919,0.000919,0.000000
tsbr,4,0,2,0.000000,0.000141,0.000141,0.000000
tsd,3,0,5,0.000000,0.000353,0.000353,0.000000
tsdj,4,0,1,0.000000,0.000071,0.000071,0.000000
tsdr,4,0,2,0.000000,0.000141,0.000141,0.000000
tsd͡ʒ,3,0,2,0.000000,0.000141,0.000141,0.000000
tsf,3,17,14,0.001082,0.000989,0.002072,0.522426
tsfr,4,0,2,0.000000,0.000141,0.000141,0.000000
tsfs,4,1,0,0.000064,0.000000,0.000064,1.000000
tsfst,5,1,0,0.000064,0.000000,0.000064,1.000000
tsg,3,0,4,0.000000,0.000283,0.000283,0.000000
tsgr,4,0,1,0.000000,0.000071,0.000071,0.000000
tsh,3,0,7,0.000000,0.000495,0.000495,0.000000
tsj,3,0,7,0.000000,0.000495,0.000495,0.000000
tsk,3,60,32,0.003820,0.002261,0.006081,0.628133
tskl,4,1,1,0.000064,0.000071,0.000134,0.473926
tskr,4,2,4,0.000127,0.000283,0.000410,0.310552
tskw,4,3,5,0.000191,0.000353,0.000544,0.350870
tskʃ,4,2,0,0.000127,0.000000,0.000127,1.000000
tsl,3,0,25,0.000000,0.001767,0.001767,0.000000
tsm,3,4,12,0.000255,0.000848,0.001103,0.230941
tsmr,4,1,0,0.000064,0.000000,0.000064,1.000000
tsn,3,1,26,0.000064,0.001837,0.001901,0.033489
tsp,3,48,40,0.003056,0.002827,0.005883,0.519473
tspl,4,0,2,0.000000,0.000141,0.000141,0.000000
tspr,4,11,5,0.000700,0.000353,0.001054,0.664645
tspw,4,1,0,0.000064,0.000000,0.000064,1.000000
tspʃ,4,5,0,0.000318,0.000000,0.000318,1.000000
tsr,3,1,13,0.000064,0.000919,0.000982,0.064807
tss,3,1,22,0.000064,0.001555,0.001618,0.039338
tssk,4,0,2,0.000000,0.000141,0.000141,0.000000
tssl,4,0,1,0.000000,0.000071,0.000071,0.000000
tssn,4,0,1,0.000000,0.000071,0.000071,0.000000
tsst,4,0,4,0.000000,0.000283,0.000283,0.000000
tssw,4,0,2,0.000000,0.000141,0.000141,0.000000
tst,3,339,126,0.021583,0.008905,0.030487,0.707925
tstf,4,2,0,0.000127,0.000000,0.000127,1.000000
tstr,4,13,17,0.000828,0.001201,0.002029,0.407899
tstʃ,4,6,0,0.000382,0.000000,0.000382,1.000000
tst͡s,3,4,0,0.000255,0.000000,0.000255,1.000000
tst͡ʃ,3,0,2,0.000000,0.000141,0.000141,0.000000
tsv,3,0,5,0.000000,0.000353,0.000353,0.000000
tsw,3,28,34,0.001783,0.002403,0.004185,0.425913
tsð,3,0,35,0.000000,0.002473,0.002473,0.000000
tsʃ,3,1,2,0.000064,0.000141,0.000205,0.310552
tsθ,3,0,1,0.000000,0.000071,0.000071,0.000000
tsθr,4,0,1,0.000000,0.000071,0.000071,0.000000
tt,2,517,820,0.032915,0.057951,0.090866,0.362240
ttf,3,10,0,0.000637,0.000000,0.000637,1.000000
ttk,3,1,0,0.000064,0.000000,0.000064,1.000000
ttl,3,4,0,0.000255,0.000000,0.000255,1.000000
ttp,3,5,0,0.000318,0.000000,0.000318,1.000000
ttpʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
ttr,3,31,59,0.001974,0.004170,0.006143,0.321270
ttrv,4,2,0,0.000127,0.000000,0.000127,1.000000
tts,3,1,0,0.000064,0.000000,0.000064,1.000000
ttsk,4,1,0,0.000064,0.000000,0.000064,1.000000
ttw,3,1,5,0.000064,0.000353,0.000417,0.152668
ttʃ,3,29,0,0.001846,0.000000,0.001846,1.000000
ttʃm,4,1,0,0.000064,0.000000,0.000064,1.000000
tt͡s,2,184,0,0.011715,0.000000,0.011715,1.000000
tt͡sl,3,1,0,0.000064,0.000000,0.000064,1.000000
tt͡ʃ,2,395,36,0.025148,0.002544,0.027692,0.908127
tt͡ʃs,3,1,0,0.000064,0.000000,0.000064,1.000000
tt͡ʃsk,4,1,0,0.000064,0.000000,0.000064,1.000000
tt͡ʃt,3,5,0,0.000318,0.000000,0.000318,1.000000
tt͡ʃw,3,8,0,0.000509,0.000000,0.000509,1.000000
tt͡ʃʃ,3,1,0,0.000064,0.000000,0.000064,1.000000
tv,2,0,44,0.000000,0.003110,0.003110,0.000000
tvj,3,0,2,0.000000,0.000141,0.000141,0.000000
tw,2,199,1163,0.012670,0.082191,0.094860,0.133560
tws,3,1,0,0.000064,0.000000,0.000064,1.000000
tx,2,14,0,0.000891,0.000000,0.000891,1.000000
txp,3,4,0,0.000255,0.000000,0.000255,1.000000
txt͡s,3,3,0,0.000191,0.000000,0.000191,1.000000
txt͡ʃ,3,1,0,0.000064,0.000000,0.000064,1.000000
tð,2,0,1127,0.000000,0.079647,0.079647,0.000000
tɲ,2,812,0,0.051697,0.000000,0.051697,1.000000
tʃ,2,2019,139,0.128541,0.009823,0.138365,0.929004
tʃf,3,4,0,0.000255,0.000000,0.000255,1.000000
tʃfs,4,2,0,0.000127,0.000000,0.000127,1.000000
tʃfsp,5,2,0,0.000127,0.000000,0.000127,1.000000
tʃj,3,1,0,0.000064,0.000000,0.000064,1.000000
tʃk,3,29,0,0.001846,0.000000,0.001846,1.000000
tʃkw,4,1,0,0.000064,0.000000,0.000064,1.000000
tʃl,3,10,0,0.000637,0.000000,0.000637,1.000000
tʃm,3,12,0,0.000764,0.000000,0.000764,1.000000
tʃn,3,55,0,0.003502,0.000000,0.003502,1.000000
tʃp,3,17,0,0.001082,0.000000,0.001082,1.000000
tʃpr,4,1,0,0.000064,0.000000,0.000064,1.000000
tʃpʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
tʃr,3,8,1,0.000509,0.000071,0.000580,0.878152
tʃt,3,8,0,0.000509,0.000000,0.000509,1.000000
tʃt͡ʃ,3,20,0,0.001273,0.000000,0.001273,1.000000
tʃt͡ʃw,4,1,0,0.000064,0.000000,0.000064,1.000000
tʃɲ,3,7,0,0.000446,0.000000,0.000446,1.000000
t͡sb,2,0,40,0.000000,0.002827,0.002827,0.000000
t͡sbl,3,0,1,0.000000,0.000071,0.000071,0.000000
t͡sbr,3,0,5,0.000000,0.000353,0.000353,0.000000
t͡sd,2,0,46,0.000000,0.003251,0.003251,0.000000
t͡sdj,3,0,3,0.000000,0.000212,0.000212,0.000000
t͡sdr,3,0,2,0.000000,0.000141,0.000141,0.000000
t͡sd͡ʒ,2,0,13,0.000000,0.000919,0.000919,0.000000
t͡sf,2,95,51,0.006048,0.003604,0.009652,0.626600
t͡sff,3,2,0,0.000127,0.000000,0.000127,1.000000
t͡sfj,3,0,1,0.000000,0.000071,0.000071,0.000000
t͡sfk,3,14,0,0.000891,0.000000,0.000891,1.000000
t͡sfkr,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡sfkw,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡sfl,3,0,5,0.000000,0.000353,0.000353,0.000000
t͡sfp,3,17,0,0.001082,0.000000,0.001082,1.000000
t͡sfpr,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡sfpʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡sfr,3,2,12,0.000127,0.000848,0.000975,0.130545
t͡sfs,3,18,0,0.001146,0.000000,0.001146,1.000000
t͡sfsk,4,2,0,0.000127,0.000000,0.000127,1.000000
t͡sfsp,4,7,0,0.000446,0.000000,0.000446,1.000000
t͡sfst,4,4,0,0.000255,0.000000,0.000255,1.000000
t͡sfstr,5,2,0,0.000127,0.000000,0.000127,1.000000
t͡sfsw,4,3,0,0.000191,0.000000,0.000191,1.000000
t͡sft,3,8,0,0.000509,0.000000,0.000509,1.000000
t͡sft͡s,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡sft͡ʃ,3,15,0,0.000955,0.000000,0.000955,1.000000
t͡sfʃ,3,12,0,0.000764,0.000000,0.000764,1.000000
t͡sfʃl,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡sg,2,0,30,0.000000,0.002120,0.002120,0.000000
t͡sgr,3,0,1,0.000000,0.000071,0.000071,0.000000
t͡sh,2,0,37,0.000000,0.002615,0.002615,0.000000
t͡sj,2,2524,16,0.160693,0.001131,0.161823,0.993012
t͡sk,2,702,53,0.044693,0.003746,0.048439,0.922674
t͡skf,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡skfs,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡skl,3,3,6,0.000191,0.000424,0.000615,0.310552
t͡skm,3,2,0,0.000127,0.000000,0.000127,1.000000
t͡skn,3,2,0,0.000127,0.000000,0.000127,1.000000
t͡skp,3,2,0,0.000127,0.000000,0.000127,1.000000
t͡skpʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡skr,3,5,4,0.000318,0.000283,0.000601,0.529653
t͡sks,3,3,0,0.000191,0.000000,0.000191,1.000000
t͡skst,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡sksʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡skt,3,3,0,0.000191,0.000000,0.000191,1.000000
t͡skt͡s,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡skw,3,0,2,0.000000,0.000141,0.000141,0.000000
t͡skʃ,3,2,0,0.000127,0.000000,0.000127,1.000000
t͡sl,2,45,28,0.002865,0.001979,0.004844,0.591475
t͡sm,2,77,46,0.004902,0.003251,0.008153,0.601273
t͡smw,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡smɲ,3,2,0,0.000127,0.000000,0.000127,1.000000
t͡smʃ,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡sn,2,269,53,0.017126,0.003746,0.020872,0.820543
t͡sp,2,171,32,0.010887,0.002261,0.013148,0.828002
t͡spl,3,3,6,0.000191,0.000424,0.000615,0.310552
t͡spr,3,20,11,0.001273,0.000777,0.002051,0.620918
t͡sps,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡spw,3,2,0,0.000127,0.000000,0.000127,1.000000
t͡spʃ,3,53,0,0.003374,0.000000,0.003374,1.000000
t͡sr,2,63,23,0.004011,0.001625,0.005636,0.711617
t͡ss,2,112,56,0.007131,0.003958,0.011088,0.643080
t͡ssf,3,13,0,0.000828,0.000000,0.000828,1.000000
t͡ssfl,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡ssk,3,32,3,0.002037,0.000212,0.002249,0.905743
t͡sskf,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡sskl,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡sskr,4,3,0,0.000191,0.000000,0.000191,1.000000
t͡sskw,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡sskʃ,4,2,0,0.000127,0.000000,0.000127,1.000000
t͡ssm,3,0,4,0.000000,0.000283,0.000283,0.000000
t͡ssn,3,0,1,0.000000,0.000071,0.000071,0.000000
t͡ssp,3,14,4,0.000891,0.000283,0.001174,0.759213
t͡sspr,4,4,1,0.000255,0.000071,0.000325,0.782773
t͡sspʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡ssr,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡sss,3,2,0,0.000127,0.000000,0.000127,1.000000
t͡sst,3,22,19,0.001401,0.001343,0.002743,0.510551
t͡sstr,4,5,3,0.000318,0.000212,0.000530,0.600232
t͡sstʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡sst͡s,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡ssw,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡ssʃ,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡st,2,251,70,0.015980,0.004947,0.020927,0.763608
t͡stf,3,160,0,0.010187,0.000000,0.010187,1.000000
t͡stfj,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡stfp,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡stfɲ,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡stl,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡str,3,5,7,0.000318,0.000495,0.000813,0.391535
t͡stʃ,3,14,0,0.000891,0.000000,0.000891,1.000000
t͡st͡s,2,37,0,0.002356,0.000000,0.002356,1.000000
t͡st͡sr,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡st͡ʃ,2,17,3,0.001082,0.000212,0.001294,0.836198
t͡sv,2,0,7,0.000000,0.000495,0.000495,0.000000
t͡svj,3,0,1,0.000000,0.000071,0.000071,0.000000
t͡sw,2,28,97,0.001783,0.006855,0.008638,0.206378
t͡sx,2,1,0,0.000064,0.000000,0.000064,1.000000
t͡sxt͡ʃ,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡sð,2,0,89,0.000000,0.006290,0.006290,0.000000
t͡sɲ,2,165,0,0.010505,0.000000,0.010505,1.000000
t͡sʃ,2,135,11,0.008595,0.000777,0.009372,0.917055
t͡sʃk,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡sʃm,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡sʃp,3,3,0,0.000191,0.000000,0.000191,1.000000
t͡sʃt͡ʃ,3,2,0,0.000127,0.000000,0.000127,1.000000
t͡sθ,2,0,5,0.000000,0.000353,0.000353,0.000000
t͡sθr,3,0,5,0.000000,0.000353,0.000353,0.000000
t͡ʃb,2,0,25,0.000000,0.001767,0.001767,0.000000
t͡ʃbl,3,0,2,0.000000,0.000141,0.000141,0.000000
t͡ʃd,2,0,16,0.000000,0.001131,0.001131,0.000000
t͡ʃdr,3,0,3,0.000000,0.000212,0.000212,0.000000
t͡ʃd͡ʒ,2,0,2,0.000000,0.000141,0.000141,0.000000
t͡ʃf,2,164,27,0.010441,0.001908,0.012349,0.845487
t͡ʃff,3,2,0,0.000127,0.000000,0.000127,1.000000
t͡ʃfk,3,14,0,0.000891,0.000000,0.000891,1.000000
t͡ʃfkf,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃfkl,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃfkr,4,4,0,0.000255,0.000000,0.000255,1.000000
t͡ʃfp,3,33,0,0.002101,0.000000,0.002101,1.000000
t͡ʃfpr,4,8,0,0.000509,0.000000,0.000509,1.000000
t͡ʃfpw,4,4,0,0.000255,0.000000,0.000255,1.000000
t͡ʃfpʃ,4,9,0,0.000573,0.000000,0.000573,1.000000
t͡ʃfr,3,1,2,0.000064,0.000141,0.000205,0.310552
t͡ʃfs,3,18,0,0.001146,0.000000,0.001146,1.000000
t͡ʃfsf,4,2,0,0.000127,0.000000,0.000127,1.000000
t͡ʃfsk,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃfsp,4,6,0,0.000382,0.000000,0.000382,1.000000
t͡ʃfst,4,4,0,0.000255,0.000000,0.000255,1.000000
t͡ʃfstr,5,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃft,3,20,0,0.001273,0.000000,0.001273,1.000000
t͡ʃftf,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃft͡s,3,5,0,0.000318,0.000000,0.000318,1.000000
t͡ʃft͡ʃ,3,10,0,0.000637,0.000000,0.000637,1.000000
t͡ʃfʃ,3,31,0,0.001974,0.000000,0.001974,1.000000
t͡ʃfʃr,4,3,0,0.000191,0.000000,0.000191,1.000000
t͡ʃfʃt͡ʃ,4,2,0,0.000127,0.000000,0.000127,1.000000
t͡ʃg,2,0,4,0.000000,0.000283,0.000283,0.000000
t͡ʃgr,3,0,1,0.000000,0.000071,0.000071,0.000000
t͡ʃh,2,0,18,0.000000,0.001272,0.001272,0.000000
t͡ʃj,2,161,10,0.010250,0.000707,0.010957,0.935501
t͡ʃk,2,443,18,0.028204,0.001272,0.029476,0.956843
t͡ʃkf,3,4,0,0.000255,0.000000,0.000255,1.000000
t͡ʃkl,3,4,1,0.000255,0.000071,0.000325,0.782773
t͡ʃkn,3,3,0,0.000191,0.000000,0.000191,1.000000
t͡ʃkp,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃkr,3,16,0,0.001019,0.000000,0.001019,1.000000
t͡ʃkrv,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃkt,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃkw,3,2,1,0.000127,0.000071,0.000198,0.643080
t͡ʃkʃ,3,8,0,0.000509,0.000000,0.000509,1.000000
t͡ʃl,2,86,17,0.005475,0.001201,0.006677,0.820058
t͡ʃm,2,223,27,0.014197,0.001908,0.016106,0.881524
t͡ʃml,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃmm,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃmms,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃmw,3,6,0,0.000382,0.000000,0.000382,1.000000
t͡ʃmɲ,3,12,0,0.000764,0.000000,0.000764,1.000000
t͡ʃn,2,1749,4,0.111352,0.000283,0.111634,0.997468
t͡ʃp,2,462,15,0.029414,0.001060,0.030474,0.965214
t͡ʃpl,3,9,0,0.000573,0.000000,0.000573,1.000000
t͡ʃpr,3,74,2,0.004711,0.000141,0.004853,0.970873
t͡ʃps,3,5,0,0.000318,0.000000,0.000318,1.000000
t͡ʃpw,3,4,0,0.000255,0.000000,0.000255,1.000000
t͡ʃpʃ,3,93,0,0.005921,0.000000,0.005921,1.000000
t͡ʃr,2,91,4,0.005794,0.000283,0.006076,0.953477
t͡ʃs,2,279,15,0.017763,0.001060,0.018823,0.943682
t͡ʃsf,3,44,0,0.002801,0.000000,0.002801,1.000000
t͡ʃsfr,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃsk,3,34,0,0.002165,0.000000,0.002165,1.000000
t͡ʃskr,4,2,0,0.000127,0.000000,0.000127,1.000000
t͡ʃskw,4,5,0,0.000318,0.000000,0.000318,1.000000
t͡ʃskʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃsm,3,1,1,0.000064,0.000071,0.000134,0.473926
t͡ʃsn,3,0,1,0.000000,0.000071,0.000071,0.000000
t͡ʃsp,3,62,0,0.003947,0.000000,0.003947,1.000000
t͡ʃspr,4,17,0,0.001082,0.000000,0.001082,1.000000
t͡ʃsps,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃspw,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃspʃ,4,10,0,0.000637,0.000000,0.000637,1.000000
t͡ʃss,3,3,0,0.000191,0.000000,0.000191,1.000000
t͡ʃst,3,54,3,0.003438,0.000212,0.003650,0.941913
t͡ʃstk,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃstr,4,9,1,0.000573,0.000071,0.000644,0.890205
t͡ʃst͡s,3,2,0,0.000127,0.000000,0.000127,1.000000
t͡ʃsw,3,7,0,0.000446,0.000000,0.000446,1.000000
t͡ʃt,2,368,102,0.023429,0.007208,0.030638,0.764717
t͡ʃtb,3,0,3,0.000000,0.000212,0.000212,0.000000
t͡ʃtd,3,0,1,0.000000,0.000071,0.000071,0.000000
t͡ʃtf,3,9,2,0.000573,0.000141,0.000714,0.802134
t͡ʃth,3,0,5,0.000000,0.000353,0.000353,0.000000
t͡ʃtj,3,0,2,0.000000,0.000141,0.000141,0.000000
t͡ʃtl,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃtm,3,0,2,0.000000,0.000141,0.000141,0.000000
t͡ʃtr,3,19,4,0.001210,0.000283,0.001492,0.810575
t͡ʃtrv,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃtt,3,0,1,0.000000,0.000071,0.000071,0.000000
t͡ʃtw,3,2,0,0.000127,0.000000,0.000127,1.000000
t͡ʃtð,3,0,18,0.000000,0.001272,0.001272,0.000000
t͡ʃtʃ,3,5,0,0.000318,0.000000,0.000318,1.000000
t͡ʃt͡s,2,74,0,0.004711,0.000000,0.004711,1.000000
t͡ʃt͡ʃ,2,152,3,0.009677,0.000212,0.009889,0.978561
t͡ʃt͡ʃt͡ʃ,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃt͡ʃw,3,4,0,0.000255,0.000000,0.000255,1.000000
t͡ʃt͡ʃʃ,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃtθ,3,0,1,0.000000,0.000071,0.000071,0.000000
t͡ʃtθr,4,0,1,0.000000,0.000071,0.000071,0.000000
t͡ʃv,2,0,3,0.000000,0.000212,0.000212,0.000000
t͡ʃvj,3,0,1,0.000000,0.000071,0.000071,0.000000
t͡ʃw,2,472,46,0.030050,0.003251,0.033301,0.902379
t͡ʃx,2,9,0,0.000573,0.000000,0.000573,1.000000
t͡ʃð,2,0,29,0.000000,0.002049,0.002049,0.000000
t͡ʃɲ,2,576,0,0.036672,0.000000,0.036672,1.000000
t͡ʃʃ,2,311,3,0.019800,0.000212,0.020012,0.989406
t͡ʃʃk,3,3,0,0.000191,0.000000,0.000191,1.000000
t͡ʃʃkw,4,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃʃl,3,2,0,0.000127,0.000000,0.000127,1.000000
t͡ʃʃm,3,3,0,0.000191,0.000000,0.000191,1.000000
t͡ʃʃp,3,1,0,0.000064,0.000000,0.000064,1.000000
t͡ʃʃr,3,2,0,0.000127,0.000000,0.000127,1.000000
t͡ʃʃt,3,2,0,0.000127,0.000000,0.000127,1.000000
t͡ʃʃt͡ʃ,3,11,0,0.000700,0.000000,0.000700,1.000000
t͡ʃθ,2,0,3,0.000000,0.000212,0.000212,0.000000
t͡ʃθr,3,0,1,0.000000,0.000071,0.000071,0.000000
tθ,2,0,100,0.000000,0.007067,0.007067,0.000000
tθr,3,0,29,0.000000,0.002049,0.002049,0.000000
vb,2,361,147,0.022983,0.010389,0.033372,0.688701
vbj,3,0,1,0.000000,0.000071,0.000071,0.000000
vbl,3,14,10,0.000891,0.000707,0.001598,0.557761
vbr,3,37,9,0.002356,0.000636,0.002992,0.787396
vbw,3,8,0,0.000509,0.000000,0.000509,1.000000
vbɣ,3,1,0,0.000064,0.000000,0.000064,1.000000
vbʒ,3,7,0,0.000446,0.000000,0.000446,1.000000
vbʒm,4,1,0,0.000064,0.000000,0.000064,1.000000
vd,2,583,230,0.037117,0.016254,0.053372,0.695448
vdb,3,0,7,0.000000,0.000495,0.000495,0.000000
vdd͡ʒ,3,0,1,0.000000,0.000071,0.000071,0.000000
vdf,3,0,4,0.000000,0.000283,0.000283,0.000000
vdfr,4,0,3,0.000000,0.000212,0.000212,0.000000
vdh,3,0,4,0.000000,0.000283,0.000283,0.000000
vdj,3,0,1,0.000000,0.000071,0.000071,0.000000
vdl,3,13,1,0.000828,0.000071,0.000898,0.921330
vdm,3,0,1,0.000000,0.000071,0.000071,0.000000
vdn,3,0,2,0.000000,0.000141,0.000141,0.000000
vdp,3,0,1,0.000000,0.000071,0.000071,0.000000
vdpl,4,0,1,0.000000,0.000071,0.000071,0.000000
vdr,3,53,7,0.003374,0.000495,0.003869,0.872137
vds,3,0,1,0.000000,0.000071,0.000071,0.000000
vdt,3,0,3,0.000000,0.000212,0.000212,0.000000
vdv,3,16,0,0.001019,0.000000,0.001019,1.000000
vdw,3,22,10,0.001401,0.000707,0.002107,0.664645
vdz,3,0,1,0.000000,0.000071,0.000071,0.000000
vdð,3,0,20,0.000000,0.001413,0.001413,0.000000
vdɣ,3,1,0,0.000064,0.000000,0.000064,1.000000
vdɲ,3,13,0,0.000828,0.000000,0.000828,1.000000
vdʒ,3,10,0,0.000637,0.000000,0.000637,1.000000
vdʒv,4,8,0,0.000509,0.000000,0.000509,1.000000
vd͡z,2,39,0,0.002483,0.000000,0.002483,1.000000
vd͡ʒ,2,184,20,0.011715,0.001413,0.013128,0.892334
vd͡ʒv,3,6,0,0.000382,0.000000,0.000382,1.000000
vf,2,0,83,0.000000,0.005866,0.005866,0.000000
vfj,3,0,2,0.000000,0.000141,0.000141,0.000000
vfl,3,0,13,0.000000,0.000919,0.000919,0.000000
vfr,3,0,10,0.000000,0.000707,0.000707,0.000000
vg,2,242,110,0.015407,0.007774,0.023181,0.664645
vgd,3,6,0,0.000382,0.000000,0.000382,1.000000
vgl,3,6,3,0.000382,0.000212,0.000594,0.643080
vgm,3,7,0,0.000446,0.000000,0.000446,1.000000
vgn,3,1,0,0.000064,0.000000,0.000064,1.000000
vgr,3,56,15,0.003565,0.001060,0.004625,0.770813
vgv,3,2,0,0.000127,0.000000,0.000127,1.000000
vgw,3,35,0,0.002228,0.000000,0.002228,1.000000
vgɲ,3,3,0,0.000191,0.000000,0.000191,1.000000
vgʒ,3,2,0,0.000127,0.000000,0.000127,1.000000
vh,2,0,145,0.000000,0.010247,0.010247,0.000000
vhj,3,0,3,0.000000,0.000212,0.000212,0.000000
vj,2,229,215,0.014579,0.015194,0.029774,0.489674
vk,2,2,125,0.000127,0.008834,0.008961,0.014209
vkl,3,0,13,0.000000,0.000919,0.000919,0.000000
vkr,3,0,8,0.000000,0.000565,0.000565,0.000000
vkw,3,0,4,0.000000,0.000283,0.000283,0.000000
vl,2,182,99,0.011587,0.006996,0.018584,0.623515
vm,2,296,224,0.018845,0.015830,0.034675,0.543470
vmd,3,1,0,0.000064,0.000000,0.000064,1.000000
vmdw,4,1,0,0.000064,0.000000,0.000064,1.000000
vmg,3,2,0,0.000127,0.000000,0.000127,1.000000
vmgl,4,1,0,0.000064,0.000000,0.000064,1.000000
vmgɲ,4,1,0,0.000064,0.000000,0.000064,1.000000
vmj,3,0,3,0.000000,0.000212,0.000212,0.000000
vmr,3,6,0,0.000382,0.000000,0.000382,1.000000
vmw,3,2,0,0.000127,0.000000,0.000127,1.000000
vmɲ,3,4,0,0.000255,0.000000,0.000255,1.000000
vn,2,1245,102,0.079264,0.007208,0.086473,0.916638
vnd͡ʒ,3,0,1,0.000000,0.000071,0.000071,0.000000
vnj,3,0,8,0.000000,0.000565,0.000565,0.000000
vnp,3,0,1,0.000000,0.000071,0.000071,0.000000
vnt,3,0,1,0.000000,0.000071,0.000071,0.000000
vnw,3,0,1,0.000000,0.000071,0.000071,0.000000
vp,2,0,158,0.000000,0.011166,0.011166,0.000000
vpj,3,0,1,0.000000,0.000071,0.000071,0.000000
